lat,long,F_ID,NumFat,FAT_ID,NumZone,OLT_ID,AddrZone
34.21043414,43.90332218,FAT36-FTK0053,36,FAT36,53,FTK0053,حي القادسية
34.20986298,43.90316082,FAT37-FTK0053,37,FAT37,53,FTK0053,حي القادسية
34.20930195,43.90301638,FAT38-FTK0053,38,FAT38,53,FTK0053,حي القادسية
34.21114946,43.90238226,FAT39-FTK0053,39,FAT39,53,FTK0053,حي القادسية
34.21023608,43.90307682,FAT40-FTK0053,40,FAT40,53,FTK0053,حي القادسية
34.2098964,43.9029708,FAT41-FTK0053,41,FAT41,53,FTK0053,حي القادسية
34.20935211,43.90282285,FAT42-FTK0053,42,FAT42,53,FTK0053,حي القادسية
34.20882598,43.90156161,FAT43-FTK0053,43,FAT43,53,FTK0053,حي القادسية
34.20884512,43.9029221,FAT44-FTK0053,44,FAT44,53,FTK0053,حي القادسية
34.20821526,43.90360835,FAT45-FTK0053,45,FAT45,53,FTK0053,حي القادسية
34.20835569,43.90292225,FAT46-FTK0053,46,FAT46,53,FTK0053,حي القادسية
34.20704194,43.90358549,FAT47-FTK0053,47,FAT47,53,FTK0053,حي القادسية
34.20639,43.89667,FAT01-FTK0054,1,FAT01,54,FTK0054,حي القادسية
34.20666406,43.8973751,FAT02-FTK0054,2,FAT02,54,FTK0054,حي القادسية
34.20760212,43.89792133,FAT03-FTK0054,3,FAT03,54,FTK0054,حي القادسية
34.20691964,43.89885355,FAT04-FTK0054,4,FAT04,54,FTK0054,حي القادسية
34.20689,43.89755,FAT05-FTK0054,5,FAT05,54,FTK0054,حي القادسية
34.20641122,43.8981187,FAT06-FTK0054,6,FAT06,54,FTK0054,حي القادسية
34.20603334,43.89745431,FAT07-FTK0054,7,FAT07,54,FTK0054,حي القادسية
34.20576115,43.89851803,FAT08-FTK0054,8,FAT08,54,FTK0054,حي القادسية
34.20545149,43.89741521,FAT09-FTK0054,9,FAT09,54,FTK0054,حي القادسية
34.20523,43.89709,FAT10-FTK0054,10,FAT10,54,FTK0054,حي القادسية
34.20900715,43.90001774,FAT11-FTK0054,11,FAT11,54,FTK0054,حي القادسية
34.20477,43.89805999,FAT12-FTK0054,12,FAT12,54,FTK0054,حي القادسية
